TOUCHPOINT_ID,CUSTOMER_ID,SESSION_ID,TOUCHPOINT_TIMESTAMP,TOUCHPOINT_TYPE,CHANNEL,CAMPAIGN_ID,PAGES_VIEWED,CART_ADDITIONS,CART_VALUE,CONVERTED_FLAG,TRANSACTION_ID,DEVICE_TYPE,STORE_ID
3307,67,S101459,2025-02-01,Ad Click,Direct,N/A,4,0,134.99,True,101459.0,Desktop,N/A
3308,13,S101463,2025-02-14,Ad Click,Direct,N/A,7,2,299.98,True,101463.0,Desktop,N/A
3309,75,S101481,2025-02-23,Ad Click,Instagram,N/A,9,0,249.99,True,101481.0,Mobile App,N/A
3310,9,S101656,2025-03-05,Web View,Direct,N/A,4,4,435.96,True,101656.0,Desktop,N/A
3311,16,S101665,2025-03-30,Ad Click,Instagram,N/A,2,0,299.99,True,101665.0,Mobile App,N/A
3312,7,S101680,2025-03-14,Email Open,Direct,N/A,4,1,34.99,True,101680.0,Desktop,N/A
3313,42,S101686,2025-03-26,Email Open,Facebook,N/A,6,3,84.99,True,101686.0,Desktop,N/A
3314,76,S101693,2025-03-21,Ad Click,TikTok,N/A,8,2,765.95,True,101693.0,Mobile App,N/A
3315,36,S101697,2025-03-30,Ad View,TikTok,N/A,5,2,149.99,True,101697.0,Mobile App,N/A
3316,30,S101698,2025-03-12,Web View,Instagram,N/A,4,5,169.99,True,101698.0,Mobile App,N/A
3317,47,S101705,2025-03-15,Ad Click,Google,N/A,7,3,42.99,True,101705.0,Mobile App,N/A
3318,75,S101706,2025-03-18,Email Open,Email,N/A,8,4,294.97,True,101706.0,Mobile App,N/A
3319,54,S101707,2025-03-24,Ad View,Google,N/A,5,3,249.98,True,101707.0,Mobile App,N/A
3320,38,S102132,2025-05-20,Ad Click,Facebook,N/A,4,2,159.99,True,102132.0,Desktop,N/A
3321,24,S102327,2025-06-27,Ad Click,Instagram,N/A,7,5,189.99,True,102327.0,Mobile App,N/A
3322,72,S102335,2025-06-16,Ad Click,Instagram,N/A,3,5,349.97,True,102335.0,Desktop,N/A
3323,48,S102336,2025-06-22,Ad View,Instagram,N/A,2,1,269.97,True,102336.0,Mobile App,N/A
3324,22,S102363,2025-07-19,Store Visit,Walk-in,N/A,4,1,494.95,True,102363.0,InStore,1029.0
3325,35,S102373,2025-07-16,Store Visit,Walk-in,N/A,3,5,159.99,True,102373.0,InStore,1005.0
3326,28,S102382,2025-07-29,Store Visit,Walk-in,N/A,1,5,139.99,True,102382.0,InStore,1003.0
3327,99,S102394,2025-07-19,Store Visit,Walk-in,N/A,3,1,629.96,True,102394.0,InStore,1046.0
3328,10,S102407,2025-07-10,Store Visit,Walk-in,121.0,8,1,299.99,True,102407.0,InStore,1039.0
3329,70,S102412,2025-07-14,Store Visit,Walk-in,N/A,3,4,42.99,True,102412.0,InStore,1009.0
3330,67,S102415,2025-07-28,Store Visit,Walk-in,107.0,7,3,239.97,True,102415.0,InStore,1002.0
3331,15,S102423,2025-07-31,Store Visit,Walk-in,107.0,5,1,394.98,True,102423.0,InStore,1046.0
3332,65,S101283,2025-02-06,Store Visit,Walk-in,N/A,4,4,189.98,True,101283.0,InStore,1014.0
3333,99,S101552,2025-03-01,Store Visit,Walk-in,N/A,9,3,229.98,True,101552.0,InStore,1012.0
3334,35,S101715,2025-04-25,Store Visit,Walk-in,N/A,6,5,139.99,True,101715.0,InStore,1003.0
3335,88,S101769,2025-04-10,Store Visit,Walk-in,N/A,8,5,169.99,True,101769.0,InStore,1043.0
3336,38,S101770,2025-04-09,Store Visit,Walk-in,118.0,7,1,229.99,True,101770.0,InStore,1006.0
3337,10,S101797,2025-04-25,Store Visit,Walk-in,N/A,7,3,169.99,True,101797.0,InStore,1012.0
3338,34,S101847,2025-04-03,Store Visit,Walk-in,N/A,3,0,39.99,True,101847.0,InStore,1003.0
3339,15,S101882,2025-04-07,Store Visit,Walk-in,N/A,4,4,549.97,True,101882.0,InStore,1046.0
3340,16,S101987,2025-05-03,Store Visit,Walk-in,N/A,2,5,349.97,True,101987.0,InStore,1027.0
3341,11,S102049,2025-05-11,Store Visit,Walk-in,N/A,4,4,129.99,True,102049.0,InStore,1033.0
3342,49,S102158,2025-06-16,Store Visit,Walk-in,N/A,6,5,339.98,True,102158.0,InStore,1007.0
3343,55,S102181,2025-06-01,Store Visit,Walk-in,N/A,7,4,299.99,True,102181.0,InStore,1035.0
3344,52,S102201,2025-06-26,Store Visit,Walk-in,N/A,4,3,69.99,True,102201.0,InStore,1016.0
3345,28,S102226,2025-06-13,Store Visit,Walk-in,N/A,8,0,74.99,True,102226.0,InStore,1043.0
3346,98,S102227,2025-06-12,Store Visit,Walk-in,N/A,7,4,389.98,True,102227.0,InStore,1031.0
3347,72,S102242,2025-06-15,Store Visit,Walk-in,N/A,5,0,229.99,True,102242.0,InStore,1017.0
3348,18,S102370,2025-07-10,Store Visit,Walk-in,107.0,5,2,42.99,True,102370.0,InStore,1015.0
3349,47,S102427,2025-07-08,Store Visit,Walk-in,N/A,8,4,134.99,True,102427.0,InStore,1031.0
3350,29,S102429,2025-07-28,Store Visit,Walk-in,N/A,10,4,359.97,True,102429.0,InStore,1001.0
3351,86,S102432,2025-07-19,Store Visit,Walk-in,N/A,5,0,302.97,True,102432.0,InStore,1037.0
3352,64,S102440,2025-07-07,Store Visit,Walk-in,121.0,5,5,42.99,True,102440.0,InStore,1010.0
3353,44,S102449,2025-07-25,Store Visit,Walk-in,107.0,7,0,99.99,True,102449.0,InStore,1046.0
3354,88,S102458,2025-07-25,Store Visit,Walk-in,N/A,4,5,129.99,True,102458.0,InStore,1006.0
3355,39,S102466,2025-07-10,Store Visit,Walk-in,N/A,10,1,374.98,True,102466.0,InStore,1030.0
3356,72,S102468,2025-07-09,Store Visit,Walk-in,N/A,5,1,354.97,True,102468.0,InStore,1019.0
3357,58,S102515,2025-08-21,Store Visit,Walk-in,N/A,5,4,34.99,True,102515.0,InStore,1012.0
3358,61,S102516,2025-08-30,Store Visit,Walk-in,N/A,5,2,129.99,True,102516.0,InStore,1038.0
3359,97,S102517,2025-08-30,Store Visit,Walk-in,N/A,7,4,249.97,True,102517.0,InStore,1034.0
3360,76,S102518,2025-08-04,Store Visit,Walk-in,108.0,1,0,134.99,True,102518.0,InStore,1026.0
3361,33,S102525,2025-08-09,Store Visit,Walk-in,N/A,7,0,142.98,True,102525.0,InStore,1003.0
3362,8,S102550,2025-08-30,Store Visit,Walk-in,N/A,3,5,1009.95,True,102550.0,InStore,1016.0
3363,15,S102556,2025-08-31,Store Visit,Walk-in,N/A,7,0,169.99,True,102556.0,InStore,1008.0
3364,59,S102565,2025-08-05,Store Visit,Walk-in,N/A,8,1,249.99,True,102565.0,InStore,1045.0
3365,81,S102566,2025-08-10,Store Visit,Walk-in,122.0,8,3,39.99,True,102566.0,InStore,1027.0
3366,15,S102574,2025-08-06,Store Visit,Walk-in,108.0,7,2,79.99,True,102574.0,InStore,1009.0
3367,82,S102595,2025-08-17,Store Visit,Walk-in,N/A,2,5,119.98,True,102595.0,InStore,1038.0
3368,59,S102606,2025-08-12,Store Visit,Walk-in,N/A,9,0,134.99,True,102606.0,InStore,1041.0
3369,11,S102612,2025-08-20,Store Visit,Walk-in,N/A,8,2,209.98,True,102612.0,InStore,1030.0
3370,57,S102619,2025-08-29,Store Visit,Walk-in,N/A,3,3,449.97,True,102619.0,InStore,1025.0
3371,78,S102624,2025-08-09,Store Visit,Walk-in,N/A,10,2,389.97,True,102624.0,InStore,1004.0
3372,49,S102647,2025-08-22,Store Visit,Walk-in,N/A,9,5,89.98,True,102647.0,InStore,1011.0
3373,21,S102694,2025-09-26,Store Visit,Walk-in,N/A,2,2,169.98,True,102694.0,InStore,1045.0
3374,21,S102704,2025-09-21,Store Visit,Walk-in,N/A,7,5,464.97,True,102704.0,InStore,1025.0
3375,20,S102713,2025-09-29,Store Visit,Walk-in,N/A,2,0,624.97,True,102713.0,InStore,1033.0
3376,44,S102724,2025-09-18,Store Visit,Walk-in,N/A,4,5,519.97,True,102724.0,InStore,1010.0
3377,56,S102735,2025-09-08,Store Visit,Walk-in,N/A,1,2,299.98,True,102735.0,InStore,1015.0
3378,60,S102739,2025-09-12,Store Visit,Walk-in,N/A,1,4,84.99,True,102739.0,InStore,1046.0
3379,41,S102744,2025-09-14,Store Visit,Walk-in,123.0,1,0,307.95,True,102744.0,InStore,1004.0
3380,12,S102753,2025-09-28,Store Visit,Walk-in,N/A,4,4,44.99,True,102753.0,InStore,1029.0
3381,44,S102766,2025-09-22,Store Visit,Walk-in,N/A,7,3,189.98,True,102766.0,InStore,1012.0
3382,6,S102771,2025-09-27,Store Visit,Walk-in,N/A,8,0,249.99,True,102771.0,InStore,1004.0
3383,25,S102778,2025-09-03,Store Visit,Walk-in,N/A,4,1,444.96,True,102778.0,InStore,1045.0
3384,89,S102797,2025-09-02,Store Visit,Walk-in,N/A,9,0,255.97,True,102797.0,InStore,1019.0
3385,95,S102798,2025-09-13,Store Visit,Walk-in,N/A,8,2,364.97,True,102798.0,InStore,1001.0
3386,7,S102799,2025-09-15,Store Visit,Walk-in,N/A,4,4,42.99,True,102799.0,InStore,1009.0
3387,1,S102811,2025-09-08,Store Visit,Walk-in,N/A,2,5,329.98,True,102811.0,InStore,1022.0
3388,97,S102818,2025-09-07,Store Visit,Walk-in,N/A,4,3,229.99,True,102818.0,InStore,1030.0
3389,74,S102870,2025-10-10,Store Visit,Walk-in,N/A,4,3,249.99,True,102870.0,InStore,1012.0
3390,78,S102899,2025-10-08,Store Visit,Walk-in,N/A,9,4,214.98,True,102899.0,InStore,1004.0
3391,88,S102902,2025-10-01,Store Visit,Walk-in,N/A,4,3,269.97,True,102902.0,InStore,1006.0
3392,51,S102913,2025-10-15,Store Visit,Walk-in,124.0,6,5,94.99,True,102913.0,InStore,1041.0
3393,38,S102916,2025-10-15,Store Visit,Walk-in,110.0,1,1,229.99,True,102916.0,InStore,1003.0
3394,69,S102917,2025-10-03,Store Visit,Walk-in,124.0,2,1,494.97,True,102917.0,InStore,1045.0
3395,60,S102918,2025-10-11,Store Visit,Walk-in,N/A,2,2,169.99,True,102918.0,InStore,1008.0
3396,88,S102920,2025-10-02,Store Visit,Walk-in,N/A,6,4,434.95,True,102920.0,InStore,1003.0
3397,2,S102924,2025-10-15,Store Visit,Walk-in,N/A,4,5,179.98,True,102924.0,InStore,1004.0
3398,9,S102933,2025-10-10,Store Visit,Walk-in,N/A,10,0,489.97,True,102933.0,InStore,1047.0
3399,51,S102942,2025-10-02,Store Visit,Walk-in,N/A,10,2,99.99,True,102942.0,InStore,1024.0
3400,34,S102946,2025-10-03,Store Visit,Walk-in,N/A,6,3,79.99,True,102946.0,InStore,1005.0
3401,68,S102947,2025-10-13,Store Visit,Walk-in,110.0,3,3,464.96,True,102947.0,InStore,1034.0
3402,13,S102953,2025-10-15,Store Visit,Walk-in,N/A,5,0,189.99,True,102953.0,InStore,1004.0
3403,30,S102960,2025-10-08,Store Visit,Walk-in,N/A,7,4,167.97,True,102960.0,InStore,1045.0
3404,45,S102965,2025-10-13,Store Visit,Walk-in,N/A,10,3,164.99,True,102965.0,InStore,1015.0
3405,40,S102984,2025-10-09,Store Visit,Walk-in,N/A,9,0,89.99,True,102984.0,InStore,1011.0
3406,33,S102995,2025-10-10,Store Visit,Walk-in,N/A,5,5,69.99,True,102995.0,InStore,1002.0
3407,17,S103002,2025-10-02,Store Visit,Walk-in,N/A,5,2,349.98,True,103002.0,InStore,1037.0
3408,45,S103009,2025-10-11,Store Visit,Walk-in,N/A,4,1,214.98,True,103009.0,InStore,1015.0
3409,20,S103022,2025-10-06,Store Visit,Walk-in,110.0,7,4,169.99,True,103022.0,InStore,1030.0
3410,30,S103025,2025-10-14,Store Visit,Walk-in,N/A,5,1,59.99,True,103025.0,InStore,1025.0
3411,88,S102629,2025-08-30,Store Visit,Walk-in,N/A,1,4,84.99,True,102629.0,InStore,1005.0
3412,66,S102986,2025-10-03,Store Visit,Walk-in,N/A,10,0,489.97,True,102986.0,InStore,1028.0
3413,50,S100002,2024-07-23,Store Visit,Walk-in,N/A,1,4,179.98,True,100002.0,InStore,1043.0
3414,92,S100019,2024-07-29,Store Visit,Walk-in,N/A,4,4,267.96,True,100019.0,InStore,1017.0
3415,27,S100030,2024-07-14,Store Visit,Walk-in,N/A,4,5,89.99,True,100030.0,InStore,1025.0
3416,32,S100041,2024-07-26,Store Visit,Walk-in,129.0,6,3,184.98,True,100041.0,InStore,1012.0
3417,95,S100049,2024-07-26,Store Visit,Walk-in,N/A,10,3,559.96,True,100049.0,InStore,1001.0
3418,74,S100051,2024-07-11,Store Visit,Walk-in,N/A,2,1,89.99,True,100051.0,InStore,1009.0
3419,60,S100057,2024-07-17,Store Visit,Walk-in,N/A,10,1,369.96,True,100057.0,InStore,1010.0
3420,79,S100062,2024-07-26,Store Visit,Walk-in,N/A,5,0,99.98,True,100062.0,InStore,1043.0
3421,72,S100100,2024-07-19,Store Visit,Walk-in,N/A,4,3,229.98,True,100100.0,InStore,1017.0
3422,56,S100020,2024-07-02,Store Visit,Walk-in,N/A,9,0,404.97,True,100020.0,InStore,1015.0
3423,30,S100044,2024-07-27,Store Visit,Walk-in,N/A,8,1,164.98,True,100044.0,InStore,1023.0
3424,66,S100053,2024-07-13,Store Visit,Walk-in,N/A,3,3,489.97,True,100053.0,InStore,1027.0
3425,31,S100054,2024-07-29,Store Visit,Walk-in,N/A,1,2,304.98,True,100054.0,InStore,1007.0
3426,27,S100056,2024-07-21,Store Visit,Walk-in,N/A,7,1,199.97,True,100056.0,InStore,1023.0
3427,32,S100091,2024-07-03,Store Visit,Walk-in,N/A,7,2,164.99,True,100091.0,InStore,1012.0
3428,27,S100109,2024-07-13,Store Visit,Walk-in,N/A,8,5,94.99,True,100109.0,InStore,1028.0
3429,28,S100111,2024-07-17,Store Visit,Walk-in,N/A,7,5,229.99,True,100111.0,InStore,1002.0
3430,77,S100092,2024-07-24,Store Visit,Walk-in,N/A,6,5,252.97,True,100092.0,InStore,1016.0
3431,8,S100173,2024-08-02,Store Visit,Walk-in,N/A,8,2,49.99,True,100173.0,InStore,1040.0
3432,74,S100175,2024-08-18,Store Visit,Walk-in,N/A,3,5,99.99,True,100175.0,InStore,1009.0
3433,30,S100199,2024-08-02,Store Visit,Walk-in,N/A,2,5,709.97,True,100199.0,InStore,1041.0
3434,49,S100204,2024-08-10,Store Visit,Walk-in,126.0,1,0,84.99,True,100204.0,InStore,1039.0
3435,43,S100234,2024-08-28,Store Visit,Walk-in,N/A,4,4,257.97,True,100234.0,InStore,1006.0
3436,55,S100243,2024-08-26,Store Visit,Walk-in,N/A,2,2,164.99,True,100243.0,InStore,1032.0
3437,59,S100267,2024-08-17,Store Visit,Walk-in,N/A,3,0,44.99,True,100267.0,InStore,1024.0
3438,16,S100270,2024-08-29,Store Visit,Walk-in,N/A,9,0,129.99,True,100270.0,InStore,1027.0
3439,90,S100279,2024-08-07,Store Visit,Walk-in,126.0,8,3,149.99,True,100279.0,InStore,1043.0
3440,38,S100283,2024-08-29,Store Visit,Walk-in,N/A,10,0,169.99,True,100283.0,InStore,1004.0
3441,81,S100285,2024-08-01,Store Visit,Walk-in,N/A,6,1,44.99,True,100285.0,InStore,1028.0
3442,16,S100286,2024-08-07,Store Visit,Walk-in,N/A,8,4,264.98,True,100286.0,InStore,1041.0
3443,53,S100291,2024-08-20,Store Visit,Walk-in,N/A,4,4,49.99,True,100291.0,InStore,1007.0
3444,10,S100294,2024-08-11,Store Visit,Walk-in,N/A,2,4,284.98,True,100294.0,InStore,1008.0
3445,25,S100295,2024-08-18,Store Visit,Walk-in,130.0,6,4,474.97,True,100295.0,InStore,1045.0
3446,35,S100298,2024-08-30,Store Visit,Walk-in,N/A,6,4,459.97,True,100298.0,InStore,1003.0
3447,10,S100371,2024-09-06,Store Visit,Walk-in,N/A,1,5,59.99,True,100371.0,InStore,1010.0
3448,94,S100381,2024-09-09,Store Visit,Walk-in,N/A,5,2,399.98,True,100381.0,InStore,1012.0
3449,74,S100394,2024-09-19,Store Visit,Walk-in,N/A,3,1,94.99,True,100394.0,InStore,1007.0
3450,14,S100398,2024-09-08,Store Visit,Walk-in,N/A,1,0,44.99,True,100398.0,InStore,1024.0
3451,30,S100401,2024-09-09,Store Visit,Walk-in,N/A,9,1,69.99,True,100401.0,InStore,1045.0
3452,22,S100404,2024-09-19,Store Visit,Walk-in,N/A,4,1,159.98,True,100404.0,InStore,1037.0
3453,45,S100426,2024-09-18,Store Visit,Walk-in,N/A,9,1,59.99,True,100426.0,InStore,1019.0
3454,43,S100458,2024-09-28,Store Visit,Walk-in,N/A,1,3,249.97,True,100458.0,InStore,1043.0
3455,47,S100465,2024-09-02,Store Visit,Walk-in,N/A,7,2,34.99,True,100465.0,InStore,1031.0
3456,9,S100467,2024-09-01,Store Visit,Walk-in,N/A,5,0,404.97,True,100467.0,InStore,1032.0
3457,33,S100261,2024-08-29,Store Visit,Walk-in,N/A,7,3,304.97,True,100261.0,InStore,1006.0
3458,17,S100277,2024-08-03,Store Visit,Walk-in,N/A,6,5,164.99,True,100277.0,InStore,1034.0
3459,31,S100407,2024-09-08,Store Visit,Walk-in,N/A,3,4,234.98,True,100407.0,InStore,1007.0
3460,9,S100411,2024-09-19,Store Visit,Walk-in,N/A,10,2,159.99,True,100411.0,InStore,1034.0
3461,44,S100425,2024-09-16,Store Visit,Walk-in,N/A,7,0,39.99,True,100425.0,InStore,1039.0
3462,40,S100468,2024-09-16,Store Visit,Walk-in,N/A,2,3,309.96,True,100468.0,InStore,1013.0
3463,47,S100474,2024-09-17,Store Visit,Walk-in,N/A,4,5,319.98,True,100474.0,InStore,1047.0
3464,73,S100538,2024-10-02,Store Visit,Walk-in,N/A,10,5,229.99,True,100538.0,InStore,1015.0
3465,59,S100539,2024-10-30,Store Visit,Walk-in,N/A,5,0,219.98,True,100539.0,InStore,1023.0
3466,68,S100543,2024-10-29,Store Visit,Walk-in,N/A,3,4,479.98,True,100543.0,InStore,1035.0
3467,1,S100547,2024-10-23,Store Visit,Walk-in,N/A,8,4,404.97,True,100547.0,InStore,1017.0
3468,53,S100548,2024-10-10,Store Visit,Walk-in,N/A,4,2,42.99,True,100548.0,InStore,1013.0
3469,35,S100549,2024-10-30,Store Visit,Walk-in,N/A,3,5,269.98,True,100549.0,InStore,1002.0
3470,41,S100564,2024-10-05,Store Visit,Walk-in,N/A,9,3,44.99,True,100564.0,InStore,1043.0
3471,31,S100573,2024-10-13,Store Visit,Walk-in,114.0,6,0,229.99,True,100573.0,InStore,1009.0
3472,21,S100584,2024-10-16,Store Visit,Walk-in,N/A,1,0,319.97,True,100584.0,InStore,1041.0
3473,33,S100594,2024-10-12,Store Visit,Walk-in,N/A,3,1,294.98,True,100594.0,InStore,1004.0
3474,89,S100607,2024-10-04,Store Visit,Walk-in,N/A,7,3,169.99,True,100607.0,InStore,1020.0
3475,90,S100618,2024-10-25,Store Visit,Walk-in,N/A,5,3,299.97,True,100618.0,InStore,1002.0
3476,35,S100622,2024-10-13,Store Visit,Walk-in,N/A,1,5,99.99,True,100622.0,InStore,1004.0
3477,32,S100631,2024-10-01,Store Visit,Walk-in,N/A,10,2,169.99,True,100631.0,InStore,1039.0
3478,88,S100659,2024-10-31,Store Visit,Walk-in,N/A,10,1,569.97,True,100659.0,InStore,1006.0
3479,18,S100664,2024-10-08,Store Visit,Walk-in,N/A,8,3,149.97,True,100664.0,InStore,1044.0
3480,63,S100680,2024-10-08,Store Visit,Walk-in,N/A,9,2,384.96,True,100680.0,InStore,1035.0
3481,76,S100682,2024-10-02,Store Visit,Walk-in,N/A,5,2,299.99,True,100682.0,InStore,1028.0
3482,7,S100753,2024-11-12,Store Visit,Walk-in,N/A,5,4,339.98,True,100753.0,InStore,1039.0
3483,95,S100771,2024-11-21,Store Visit,Walk-in,N/A,9,2,254.98,True,100771.0,InStore,1003.0
3484,92,S100785,2024-11-29,Store Visit,Walk-in,N/A,8,1,159.99,True,100785.0,InStore,1040.0
3485,99,S100791,2024-11-09,Store Visit,Walk-in,N/A,7,1,212.98,True,100791.0,InStore,1007.0
3486,64,S100805,2024-11-18,Store Visit,Walk-in,N/A,8,4,94.99,True,100805.0,InStore,1046.0
3487,64,S100810,2024-11-26,Store Visit,Walk-in,N/A,6,2,384.97,True,100810.0,InStore,1010.0
3488,17,S100819,2024-11-01,Store Visit,Walk-in,N/A,1,0,339.97,True,100819.0,InStore,1036.0
3489,16,S100833,2024-11-29,Store Visit,Walk-in,N/A,5,3,164.99,True,100833.0,InStore,1027.0
3490,70,S100834,2024-11-12,Store Visit,Walk-in,N/A,1,1,184.98,True,100834.0,InStore,1011.0
3491,49,S100842,2024-11-14,Store Visit,Walk-in,N/A,5,5,44.99,True,100842.0,InStore,1008.0
3492,12,S100855,2024-11-09,Store Visit,Walk-in,111.0,5,2,164.99,True,100855.0,InStore,1042.0
3493,41,S100862,2024-11-10,Store Visit,Walk-in,N/A,6,2,94.99,True,100862.0,InStore,1001.0
3494,95,S100867,2024-11-26,Store Visit,Walk-in,N/A,6,3,229.99,True,100867.0,InStore,1043.0
3495,50,S100872,2024-11-02,Store Visit,Walk-in,N/A,3,4,314.97,True,100872.0,InStore,1005.0
3496,53,S100877,2024-11-07,Store Visit,Walk-in,N/A,9,5,275.96,True,100877.0,InStore,1011.0
3497,47,S100965,2024-12-07,Store Visit,Walk-in,N/A,1,4,89.99,True,100965.0,InStore,1029.0
3498,50,S100967,2024-12-22,Store Visit,Walk-in,N/A,10,5,369.97,True,100967.0,InStore,1002.0
3499,79,S100971,2024-12-26,Store Visit,Walk-in,N/A,5,4,207.98,True,100971.0,InStore,1001.0
3500,65,S100978,2024-12-14,Store Visit,Walk-in,N/A,10,4,194.98,True,100978.0,InStore,1015.0
3501,81,S100979,2024-12-23,Store Visit,Walk-in,N/A,5,2,84.99,True,100979.0,InStore,1045.0
3502,93,S100981,2024-12-10,Store Visit,Walk-in,N/A,3,1,59.99,True,100981.0,InStore,1044.0
3503,69,S100987,2024-12-28,Store Visit,Walk-in,N/A,8,5,79.99,True,100987.0,InStore,1023.0
3504,13,S100991,2024-12-03,Store Visit,Walk-in,N/A,1,0,309.97,True,100991.0,InStore,1006.0
3505,80,S100994,2024-12-01,Store Visit,Walk-in,N/A,10,5,179.98,True,100994.0,InStore,1044.0
3506,93,S101010,2024-12-08,Store Visit,Walk-in,N/A,8,3,84.99,True,101010.0,InStore,1019.0
3507,59,S101030,2024-12-19,Store Visit,Walk-in,N/A,7,4,279.98,True,101030.0,InStore,1024.0
3508,34,S101061,2024-12-25,Store Visit,Walk-in,N/A,5,0,94.99,True,101061.0,InStore,1004.0
3509,21,S100613,2024-10-19,Store Visit,Walk-in,N/A,6,4,429.97,True,100613.0,InStore,1023.0
3510,22,S100620,2024-10-07,Store Visit,Walk-in,N/A,10,3,99.99,True,100620.0,InStore,1047.0
3511,27,S100658,2024-10-15,Store Visit,Walk-in,N/A,4,5,432.97,True,100658.0,InStore,1027.0
3512,97,S100675,2024-10-11,Store Visit,Walk-in,N/A,5,3,34.99,True,100675.0,InStore,1030.0
3513,71,S100761,2024-11-18,Store Visit,Walk-in,N/A,7,5,359.98,True,100761.0,InStore,1007.0
3514,13,S100766,2024-11-24,Store Visit,Walk-in,N/A,7,4,299.99,True,100766.0,InStore,1003.0
3515,21,S100777,2024-11-06,Store Visit,Walk-in,N/A,1,4,44.99,True,100777.0,InStore,1028.0
3516,35,S100798,2024-11-09,Store Visit,Walk-in,N/A,9,4,429.96,True,100798.0,InStore,1001.0
3517,34,S100814,2024-11-25,Store Visit,Walk-in,N/A,10,4,549.96,True,100814.0,InStore,1005.0
3518,57,S100853,2024-11-06,Store Visit,Walk-in,N/A,2,2,294.97,True,100853.0,InStore,1045.0
3519,12,S100948,2024-12-24,Store Visit,Walk-in,N/A,6,1,84.99,True,100948.0,InStore,1032.0
3520,69,S100969,2024-12-21,Store Visit,Walk-in,N/A,1,3,59.99,True,100969.0,InStore,1024.0
3521,29,S100983,2024-12-28,Store Visit,Walk-in,N/A,10,3,99.99,True,100983.0,InStore,1006.0
3522,49,S101024,2024-12-24,Store Visit,Walk-in,N/A,7,0,49.99,True,101024.0,InStore,1046.0
3523,37,S101028,2024-12-25,Store Visit,Walk-in,N/A,2,4,264.98,True,101028.0,InStore,1026.0
3524,30,S101046,2024-12-22,Store Visit,Walk-in,N/A,8,2,99.99,True,101046.0,InStore,1045.0
3525,33,S101047,2024-12-06,Store Visit,Walk-in,N/A,4,2,409.96,True,101047.0,InStore,1001.0
3526,36,S101048,2024-12-29,Store Visit,Walk-in,N/A,10,1,149.99,True,101048.0,InStore,1002.0
3527,80,S101110,2025-01-22,Store Visit,Walk-in,N/A,1,5,274.98,True,101110.0,InStore,1040.0
3528,42,S101115,2025-01-25,Store Visit,Walk-in,N/A,2,3,824.96,True,101115.0,InStore,1043.0
3529,45,S100946,2024-12-14,Store Visit,Walk-in,N/A,10,4,114.98,True,100946.0,InStore,1019.0
3530,22,S100972,2024-12-23,Store Visit,Walk-in,N/A,10,5,129.99,True,100972.0,InStore,1047.0
3531,18,S101118,2025-01-08,Store Visit,Walk-in,N/A,6,4,44.99,True,101118.0,InStore,1015.0
3532,44,S101119,2025-01-17,Store Visit,Walk-in,N/A,4,5,44.99,True,101119.0,InStore,1011.0
3533,20,S101120,2025-01-31,Store Visit,Walk-in,N/A,4,1,284.97,True,101120.0,InStore,1029.0
3534,24,S101123,2025-01-25,Store Visit,Walk-in,N/A,3,2,594.97,True,101123.0,InStore,1032.0
3535,36,S101124,2025-01-16,Store Visit,Walk-in,N/A,2,5,74.99,True,101124.0,InStore,1005.0
3536,25,S101126,2025-01-22,Store Visit,Walk-in,N/A,9,3,74.99,True,101126.0,InStore,1023.0
3537,7,S101134,2025-01-21,Store Visit,Walk-in,N/A,8,2,329.97,True,101134.0,InStore,1007.0
3538,85,S101138,2025-01-14,Store Visit,Walk-in,N/A,4,3,44.99,True,101138.0,InStore,1017.0
3539,94,S101162,2025-01-25,Store Visit,Walk-in,N/A,6,1,259.98,True,101162.0,InStore,1007.0
3540,5,S101164,2025-01-23,Store Visit,Walk-in,113.0,4,4,42.99,True,101164.0,InStore,1047.0
3541,87,S101172,2025-01-25,Store Visit,Walk-in,N/A,5,1,329.97,True,101172.0,InStore,1021.0
3542,35,S101193,2025-01-12,Store Visit,Walk-in,N/A,7,1,149.99,True,101193.0,InStore,1005.0
3543,58,S101212,2025-01-05,Store Visit,Walk-in,N/A,1,0,74.99,True,101212.0,InStore,1007.0
3544,17,S101216,2025-01-16,Store Visit,Walk-in,N/A,1,0,229.98,True,101216.0,InStore,1035.0
3545,65,S101217,2025-01-17,Store Visit,Walk-in,N/A,9,4,114.98,True,101217.0,InStore,1019.0
3546,97,S101219,2025-01-13,Store Visit,Walk-in,N/A,1,0,42.99,True,101219.0,InStore,1035.0
3547,51,S101285,2025-02-01,Store Visit,Walk-in,N/A,7,5,94.99,True,101285.0,InStore,1028.0
3548,4,S101292,2025-02-07,Store Visit,Walk-in,N/A,5,4,284.98,True,101292.0,InStore,1044.0
3549,97,S101302,2025-02-12,Store Visit,Walk-in,N/A,2,2,129.99,True,101302.0,InStore,1032.0
3550,83,S101312,2025-02-07,Store Visit,Walk-in,N/A,5,5,299.99,True,101312.0,InStore,1024.0
3551,4,S101313,2025-02-11,Store Visit,Walk-in,N/A,1,2,229.99,True,101313.0,InStore,1018.0
3552,17,S101315,2025-02-23,Store Visit,Walk-in,N/A,3,1,129.99,True,101315.0,InStore,1036.0
3553,13,S101317,2025-02-18,Store Visit,Walk-in,N/A,6,2,129.99,True,101317.0,InStore,1043.0
