TRANSACTION_ID,CUSTOMER_ID,ORDER_DATE,CHANNEL,STORE_ID,PAYMENT_METHOD,CARD_BANK,SUBTOTAL,DISCOUNT_AMOUNT,TAX_AMOUNT,SHIPPING_AMOUNT,TOTAL_AMOUNT,PROMO_CODE_USED,DEVICE_TYPE,FULFILLMENT_METHOD,RETURN_FLAG
100885,4,2024-11-11,Online,,Debit Card,,129.99,10.40,11.7,13.00,144.29,,Desktop,Ship,false
100905,80,2024-11-02,Online,,Credit Card,,149.99,0.00,3.6,0.00,153.59,,Mobile App,Ship,false
101092,85,2024-12-24,Online,,Credit Card,,289.98,9.90,5.1,0.00,285.18,,Desktop,Ship,false
101109,25,2024-12-22,Mobile App,,Credit Card,,464.96,16.50,5.8,46.50,500.76,,Mobile App,Ship,false
100922,90,2024-11-12,Mobile App,,Credit Card,,169.98,0.00,5.8,0.00,175.78,,Mobile App,Ship,false
101081,17,2024-12-29,Online,,Credit Card,,69.99,0.00,3.7,7.00,80.69,,Desktop,Ship,false
101232,16,2025-01-16,Online,,Credit Card,,259.98,0.00,3.0,26.00,288.98,,Mobile App,Ship,false
101238,35,2025-01-31,Online,,Credit Card,,174.98,0.00,7.5,0.00,182.48,,Desktop,Ship,false
101239,45,2025-01-13,Online,,PayPal,,84.99,0.00,4.3,8.50,97.79,,Desktop,Ship,false
101244,61,2025-01-23,Online,,Credit Card,,89.99,0.90,6.8,0.00,95.89,,Mobile App,Ship,false
101252,74,2025-01-14,Online,,Credit Card,,404.97,7.50,6.4,0.00,403.87,,Desktop,Ship,false
101257,8,2025-01-15,Online,,Credit Card,,94.99,0.00,13.4,0.00,108.39,,Mobile App,Ship,false
101259,76,2025-01-24,Online,,Credit Card,,114.98,0.00,3.1,0.00,118.08,,Mobile App,Ship,false
101435,59,2025-02-14,Online,,Credit Card,,169.99,13.60,9.1,17.00,182.49,,Desktop,Ship,false
101436,23,2025-02-06,Online,,Credit Card,,84.99,0.00,5.6,8.50,99.09,,Desktop,Ship,false
101442,27,2025-02-22,Online,,Credit Card,,42.99,0.00,2.9,0.00,45.89,,Desktop,Ship,false
101443,79,2025-02-08,Online,,Credit Card,,369.98,34.80,9.0,0.00,344.18,,Desktop,Ship,false
101450,86,2025-02-10,Online,,Credit Card,,94.99,0.00,9.8,9.50,114.29,,Desktop,Ship,false
101675,36,2025-03-18,Online,,Credit Card,,209.98,0.00,4.1,0.00,214.08,,Desktop,Ship,false
101676,68,2025-03-16,Online,,Credit Card,,259.97,9.10,9.3,26.00,286.17,,Mobile App,Ship,false
101685,16,2025-03-11,Online,,Credit Card,,202.98,4.30,5.1,20.30,224.08,,Desktop,Ship,false
101917,60,2025-04-19,Online,,Credit Card,,149.99,0.00,14.0,0.00,163.99,,Desktop,Ship,false
101919,48,2025-04-06,Online,,Credit Card,,299.99,0.00,11.6,0.00,311.59,,Mobile App,Ship,false
101921,20,2025-04-08,Online,,Credit Card,,229.99,4.60,3.4,23.00,251.79,,Desktop,Ship,false
101927,36,2025-04-22,Online,,Credit Card,,357.97,69.00,6.0,35.80,330.77,,Mobile App,Ship,false
101938,91,2025-04-04,Mobile App,,PayPal,,164.98,9.50,5.1,0.00,160.58,,Mobile App,Ship,false
102116,23,2025-05-22,Online,,Credit Card,,229.98,11.70,6.7,0.00,224.98,,Desktop,Ship,false
102125,14,2025-05-22,Online,,Credit Card,,44.99,3.15,5.3,0.00,47.14,,Desktop,Ship,false
102321,10,2025-06-26,Online,,Credit Card,,42.99,0.00,12.4,4.30,59.69,,Mobile App,Ship,false
102332,28,2025-06-03,Online,,Credit Card,,339.98,1.80,8.8,0.00,346.98,,Desktop,Ship,false
102341,40,2025-06-17,Mobile App,,Credit Card,,379.97,16.55,2.6,38.00,404.02,,Mobile App,Ship,false
101935,47,2025-04-15,Mobile App,,Credit Card,,59.99,1.80,5.1,6.00,69.29,,Mobile App,Ship,false
102483,10,2025-07-19,Online,,Apple Pay,,299.99,18.00,10.4,30.00,322.39,,Desktop,Ship,false
102487,60,2025-07-25,Online,,Credit Card,,239.98,0.00,4.1,0.00,244.08,,Desktop,Ship,false
102495,87,2025-07-06,Online,,Credit Card,,134.99,0.00,12.3,0.00,147.29,,Mobile App,Ship,false
102502,86,2025-07-12,Mobile App,,Credit Card,,139.99,0.00,8.6,14.00,162.59,,Mobile App,Ship,false
102667,74,2025-08-13,Online,,Debit Card,,204.98,0.00,3.7,20.50,229.18,,Desktop,Ship,false
102678,96,2025-08-09,Online,,Credit Card,,189.99,5.70,6.0,19.00,209.29,,Mobile App,Ship,false
102679,93,2025-08-10,Mobile App,,Credit Card,,139.98,9.80,3.5,0.00,133.68,,Mobile App,Ship,false
102683,47,2025-08-31,Mobile App,,Credit Card,,282.97,25.60,6.1,0.00,263.47,,Mobile App,Ship,false
102686,9,2025-08-05,Mobile App,,Credit Card,,294.98,0.00,6.8,0.00,301.78,,Mobile App,Ship,false
102832,85,2025-09-24,Online,,Credit Card,,229.99,2.30,8.4,23.00,259.09,,Desktop,Ship,false
102834,46,2025-09-15,Online,,Credit Card,,69.99,3.50,6.1,7.00,79.59,,Desktop,Ship,false
102842,79,2025-09-27,Online,,Debit Card,,299.99,0.00,5.6,30.00,335.59,,Desktop,Ship,false
102845,8,2025-09-03,Online,,Credit Card,,129.99,0.00,9.8,13.00,152.79,,Mobile App,Ship,false
102846,58,2025-09-18,Online,,Credit Card,,89.99,0.00,9.7,0.00,99.69,,Desktop,Ship,false
102847,14,2025-09-11,Online,,Credit Card,,99.99,3.00,9.6,10.00,116.59,,Mobile App,Ship,false
102857,42,2025-09-15,Mobile App,,Credit Card,,189.99,1.90,8.2,19.00,215.29,,Mobile App,Ship,false
102861,96,2025-09-25,Mobile App,,Credit Card,,129.99,0.00,3.6,0.00,133.59,,Mobile App,Ship,false
103045,7,2025-10-09,Online,,Google Pay,,99.99,0.00,15.9,10.00,125.89,,Desktop,Ship,false
103056,1,2025-10-08,Online,,Google Pay,,99.99,1.00,5.2,0.00,104.19,,Desktop,Ship,false
103061,31,2025-10-02,Mobile App,,Credit Card,,299.99,0.00,6.3,30.00,336.29,,Mobile App,Ship,false
103067,96,2025-10-08,Mobile App,,Credit Card,,229.99,0.00,12.6,23.00,265.59,,Mobile App,Ship,false
102494,29,2025-07-25,Online,,Credit Card,,79.99,1.60,3.6,8.00,89.99,,Desktop,Ship,false
103035,42,2025-10-11,Online,,Credit Card,,159.98,2.55,10.1,0.00,167.53,,Desktop,Ship,false
103060,47,2025-10-01,Mobile App,,Credit Card,,159.99,0.00,7.9,16.00,183.89,,Mobile App,Ship,false
100124,72,2024-07-18,Online,,PayPal,,202.98,0.00,2.9,20.30,226.18,,Mobile App,Ship,false
100126,81,2024-07-06,Online,,Credit Card,,564.96,31.80,4.8,56.50,594.46,,Desktop,Ship,false
100132,63,2024-07-15,Online,,Credit Card,,329.97,11.20,7.1,33.00,358.87,,Desktop,Ship,false
100141,30,2024-07-12,Online,,Credit Card,,164.99,16.50,9.5,16.50,174.49,,Mobile App,Ship,false
100142,93,2024-07-22,Online,,Credit Card,,69.99,0.00,7.2,0.00,77.19,,Desktop,Ship,false
100157,33,2024-07-14,Mobile App,,Credit Card,,374.97,19.50,11.5,0.00,366.97,,Mobile App,Ship,false
100147,44,2024-07-14,Online,,Credit Card,,137.98,4.75,4.6,13.80,151.63,,Desktop,Ship,false
100128,53,2024-07-18,Online,,Credit Card,,324.98,1.50,2.9,0.00,326.38,,Desktop,Ship,false
100338,41,2024-08-19,Online,,Google Pay,,149.98,4.50,6.0,15.00,166.48,,Desktop,Ship,false
100342,100,2024-08-12,Mobile App,,Credit Card,,284.97,12.00,5.8,0.00,278.77,,Mobile App,Ship,false
100336,96,2024-08-11,Online,,Credit Card,,259.98,0.00,15.6,0.00,275.58,,Mobile App,Ship,false
100492,30,2024-09-15,Online,,Credit Card,,179.98,2.00,3.9,0.00,181.88,,Desktop,Ship,false
100502,38,2024-09-21,Online,,Credit Card,,92.98,3.29,13.5,0.00,103.19,,Mobile App,Ship,false
100504,8,2024-09-14,Online,,Credit Card,,317.97,11.17,4.9,31.80,343.50,,Mobile App,Ship,false
100508,56,2024-09-04,Online,,Credit Card,,229.99,0.00,12.3,0.00,242.29,,Desktop,Ship,false
100521,20,2024-09-30,Mobile App,,Google Pay,,314.98,0.00,2.5,31.50,348.98,,Mobile App,Ship,false
100526,96,2024-09-30,Mobile App,,Credit Card,,84.99,0.85,11.6,0.00,95.74,,Mobile App,Ship,false
100693,13,2024-10-26,Online,,Credit Card,,284.98,24.15,3.8,28.50,293.13,,Desktop,Ship,false
100708,19,2024-10-18,Online,,Credit Card,,164.99,0.00,12.3,16.50,193.79,,Desktop,Ship,false
100712,29,2024-10-05,Online,,Credit Card,,49.99,0.00,7.3,5.00,62.29,,Mobile App,Ship,false
100723,14,2024-10-01,Mobile App,,Google Pay,,94.99,6.65,3.9,0.00,92.24,,Mobile App,Ship,false
100730,73,2024-10-10,Mobile App,,Credit Card,,299.99,21.00,4.5,30.00,313.49,,Mobile App,Ship,false
100737,82,2024-10-15,Mobile App,,Credit Card,,99.99,0.00,4.7,10.00,114.69,,Mobile App,Ship,false
100739,15,2024-10-04,Mobile App,,Google Pay,,139.99,0.00,12.5,14.00,166.49,,Mobile App,Ship,false
100884,33,2024-11-22,Online,,Credit Card,,164.99,0.00,3.8,16.50,185.29,,Mobile App,Ship,false
100916,66,2024-11-23,Online,,Credit Card,,172.98,0.00,10.6,0.00,183.58,,Desktop,Ship,false
100923,86,2024-11-03,Mobile App,,PayPal,,169.99,0.00,7.6,17.00,194.59,,Mobile App,Ship,false
100926,56,2024-11-07,Mobile App,,Credit Card,,99.99,0.00,14.9,0.00,114.89,,Mobile App,Ship,false
100929,55,2024-11-02,Mobile App,,Credit Card,,69.99,4.20,5.4,0.00,71.19,,Mobile App,Ship,false
101066,22,2024-12-25,Online,,Credit Card,,184.98,8.50,4.0,18.50,198.98,,Desktop,Ship,false
101070,66,2024-12-26,Online,,Credit Card,,239.98,2.40,13.2,24.00,274.78,,Mobile App,Ship,false
101082,98,2024-12-29,Online,,Credit Card,,394.98,23.00,14.6,39.50,426.08,,Desktop,Ship,false
101098,5,2024-12-23,Mobile App,,Credit Card,,304.97,22.25,13.8,0.00,296.52,,Mobile App,Ship,false
100691,13,2024-10-05,Online,,Apple Pay,,379.98,0.00,5.0,38.00,422.98,,Desktop,Ship,false
100887,88,2024-11-22,Online,,Credit Card,,1049.96,48.00,14.2,0.00,1016.16,,Mobile App,Ship,false
100903,5,2024-11-06,Online,,Credit Card,,309.98,9.00,7.6,0.00,308.58,,Desktop,Ship,false
100906,45,2024-11-18,Online,,Google Pay,,194.98,9.00,3.2,0.00,189.18,,Desktop,Ship,false
100907,20,2024-11-08,Online,,Credit Card,,42.99,3.01,14.5,4.30,58.78,,Mobile App,Ship,false
100931,74,2024-11-30,Mobile App,,Credit Card,,329.97,0.00,4.8,0.00,334.77,,Mobile App,Ship,false
101087,50,2024-12-22,Online,,Credit Card,,174.98,7.50,4.3,17.50,189.28,,Mobile App,Ship,false
100924,77,2024-11-27,Mobile App,,Credit Card,,59.99,2.40,2.5,0.00,60.09,,Mobile App,Ship,false
101237,21,2025-01-17,Online,,Credit Card,,249.99,25.00,6.3,25.00,256.29,,Mobile App,Ship,false
101271,74,2025-01-17,Mobile App,,Credit Card,,34.99,0.00,2.6,3.50,41.09,,Mobile App,Ship,false
101432,29,2025-02-03,Online,,Credit Card,,159.99,0.00,9.2,0.00,169.19,,Desktop,Ship,false
101437,5,2025-02-04,Online,,Credit Card,,339.97,16.80,11.8,0.00,334.97,,Desktop,Ship,false
101438,96,2025-02-18,Online,,Credit Card,,49.99,0.00,5.9,5.00,60.89,,Mobile App,Ship,false
101449,8,2025-02-22,Online,,Credit Card,,269.98,9.50,4.0,27.00,291.48,,Desktop,Ship,false
101453,47,2025-02-25,Online,,Credit Card,,159.98,0.00,11.3,0.00,171.28,,Mobile App,Ship,false
101456,5,2025-02-12,Online,,Credit Card,,159.99,0.00,4.0,0.00,163.99,,Mobile App,Ship,false
101458,77,2025-02-13,Online,,Apple Pay,,319.97,19.00,3.0,32.00,335.97,,Mobile App,Ship,false
101459,67,2025-02-01,Online,,Credit Card,,134.99,47.25,8.1,13.50,109.34,,Desktop,Ship,false
101463,13,2025-02-14,Online,,Credit Card,,299.98,12.40,3.7,0.00,291.28,,Desktop,Ship,false
101481,75,2025-02-23,Mobile App,,Credit Card,,249.99,0.00,8.7,25.00,283.69,,Mobile App,Ship,false
101656,9,2025-03-05,Online,,Credit Card,,435.96,5.10,3.5,43.60,477.96,,Desktop,Ship,false
101665,16,2025-03-30,Online,,Credit Card,,299.99,0.00,4.1,30.00,334.09,,Mobile App,Ship,false
101680,7,2025-03-14,Online,,Credit Card,,34.99,1.75,11.6,3.50,48.34,,Desktop,Ship,false
101686,42,2025-03-26,Online,,Credit Card,,84.99,0.00,4.7,8.50,98.19,,Desktop,Ship,false
101693,76,2025-03-21,Mobile App,,Credit Card,,765.95,5.16,14.1,76.60,851.49,,Mobile App,Ship,false
101697,36,2025-03-30,Mobile App,,Credit Card,,149.99,0.00,5.3,0.00,155.29,,Mobile App,Ship,false
101698,30,2025-03-12,Mobile App,,Credit Card,,169.99,0.00,13.2,17.00,200.19,,Mobile App,Ship,false
101705,47,2025-03-15,Mobile App,,Credit Card,,42.99,0.00,3.4,0.00,46.39,,Mobile App,Ship,false
101706,75,2025-03-18,Mobile App,,Credit Card,,294.97,42.05,7.3,29.50,289.72,,Mobile App,Ship,false
101707,54,2025-03-24,Mobile App,,Credit Card,,249.98,10.40,4.9,25.00,269.48,,Mobile App,Ship,false
102132,38,2025-05-20,Online,,Credit Card,,159.99,0.00,13.3,0.00,173.29,,Desktop,Ship,false
102327,24,2025-06-27,Online,,Credit Card,,189.99,9.50,3.6,19.00,203.09,,Mobile App,Ship,false
102335,72,2025-06-16,Online,,Credit Card,,349.97,0.00,5.0,0.00,354.97,,Desktop,Ship,false
102336,48,2025-06-22,Mobile App,,Credit Card,,269.97,15.50,4.6,0.00,259.07,,Mobile App,Ship,false
102363,22,2025-07-19,Store,1029,Credit Card,,494.95,5.00,10.9,0.00,500.85,,,In-Store,false
102373,35,2025-07-16,Store,1005,Credit Card,,159.99,0.00,12.7,0.00,172.69,,,In-Store,false
102382,28,2025-07-29,Store,1003,Credit Card,,139.99,49.00,2.9,0.00,93.89,,,In-Store,false
102394,99,2025-07-19,Store,1046,Credit Card,,629.96,30.50,5.9,0.00,605.36,,,In-Store,false
102407,10,2025-07-10,Store,1039,Credit Card,,299.99,0.00,14.2,0.00,314.19,,,In-Store,false
102412,70,2025-07-14,Store,1009,Credit Card,,42.99,0.00,3.2,0.00,46.19,,,In-Store,false
102415,67,2025-07-28,Store,1002,Debit Card,,239.97,0.00,3.5,0.00,243.47,,,In-Store,false
102423,15,2025-07-31,Store,1046,Credit Card,,394.98,0.00,5.5,0.00,400.48,,,In-Store,false
101283,65,2025-02-06,Store,1014,Credit Card,,189.98,9.50,4.9,0.00,185.38,,,In-Store,false
101552,99,2025-03-01,Store,1012,Credit Card,,229.98,9.50,3.6,0.00,224.08,,,In-Store,false
101715,35,2025-04-25,Store,1003,Credit Card,,139.99,0.00,3.4,0.00,143.39,,,In-Store,false
101769,88,2025-04-10,Store,1043,Credit Card,,169.99,0.00,15.5,0.00,185.49,,,In-Store,false
101770,38,2025-04-09,Store,1006,Credit Card,,229.99,23.00,3.0,0.00,209.99,,,In-Store,false
101797,10,2025-04-25,Store,1012,Credit Card,,169.99,13.60,12.6,0.00,168.99,,,In-Store,false
101847,34,2025-04-03,Store,1003,Credit Card,,39.99,0.00,5.7,0.00,45.69,,,In-Store,false
101882,15,2025-04-07,Store,1046,Google Pay,,549.97,16.10,6.7,0.00,540.57,,,In-Store,false
101987,16,2025-05-03,Store,1027,Apple Pay,,349.97,0.00,4.1,0.00,354.07,,,In-Store,false
102049,11,2025-05-11,Store,1033,Credit Card,,129.99,10.40,4.7,0.00,124.29,,,In-Store,false
102158,49,2025-06-16,Store,1007,Credit Card,,339.98,0.00,14.2,0.00,354.18,,,In-Store,false
102181,55,2025-06-01,Store,1035,Google Pay,,299.99,0.00,2.4,0.00,302.39,,,In-Store,false
102201,52,2025-06-26,Store,1016,Credit Card,,69.99,2.10,14.2,0.00,82.09,,,In-Store,false
102226,28,2025-06-13,Store,1043,Credit Card,,74.99,0.00,3.2,0.00,78.19,,,In-Store,false
102227,98,2025-06-12,Store,1031,Credit Card,,389.98,0.00,13.4,0.00,403.38,,,In-Store,false
102242,72,2025-06-15,Store,1017,Credit Card,,229.99,0.00,11.4,0.00,241.39,,,In-Store,false
102370,18,2025-07-10,Store,1015,Google Pay,,42.99,3.44,4.4,0.00,43.95,,,In-Store,false
102427,47,2025-07-08,Store,1031,Credit Card,,134.99,0.00,11.6,0.00,146.59,,,In-Store,false
102429,29,2025-07-28,Store,1001,Apple Pay,,359.97,22.45,13.2,0.00,350.72,,,In-Store,false
102432,86,2025-07-19,Store,1037,Credit Card,,302.97,20.22,15.8,0.00,298.55,,,In-Store,false
102440,64,2025-07-07,Store,1010,Credit Card,,42.99,7.74,3.8,0.00,39.05,,,In-Store,false
102449,44,2025-07-25,Store,1046,Credit Card,,99.99,3.00,12.6,0.00,109.59,,,In-Store,false
102458,88,2025-07-25,Store,1006,Credit Card,,129.99,2.60,10.6,0.00,137.99,,,In-Store,false
102466,39,2025-07-10,Store,1030,Apple Pay,,374.98,129.00,8.1,0.00,254.08,,,In-Store,false
102468,72,2025-07-09,Store,1019,Credit Card,,354.97,27.30,9.6,0.00,337.27,,,In-Store,false
102515,58,2025-08-21,Store,1012,Apple Pay,,34.99,0.70,2.7,0.00,36.99,,,In-Store,false
102516,61,2025-08-30,Store,1038,Credit Card,,129.99,0.00,7.4,0.00,137.39,,,In-Store,false
102517,97,2025-08-30,Store,1034,Credit Card,,249.97,0.00,6.8,0.00,256.77,,,In-Store,false
102518,76,2025-08-04,Store,1026,Credit Card,,134.99,0.00,3.0,0.00,137.99,,,In-Store,false
102525,33,2025-08-09,Store,1003,Google Pay,,142.98,27.15,14.0,0.00,129.83,,,In-Store,false
102550,8,2025-08-30,Store,1016,Credit Card,,1009.95,48.30,5.2,0.00,966.85,,,In-Store,false
102556,15,2025-08-31,Store,1008,Credit Card,,169.99,18.70,2.7,0.00,153.99,,,In-Store,false
102565,59,2025-08-05,Store,1045,Credit Card,,249.99,0.00,6.4,0.00,256.39,,,In-Store,false
102566,81,2025-08-10,Store,1027,Credit Card,,39.99,0.00,6.2,0.00,46.19,,,In-Store,false
102574,15,2025-08-06,Store,1009,Google Pay,,79.99,0.00,4.8,0.00,84.79,,,In-Store,false
102595,82,2025-08-17,Store,1038,Credit Card,,119.98,3.75,6.4,0.00,122.63,,,In-Store,false
102606,59,2025-08-12,Store,1041,Credit Card,,134.99,9.45,9.9,0.00,135.44,,,In-Store,false
102612,11,2025-08-20,Store,1030,PayPal,,209.98,53.50,5.0,0.00,161.48,,,In-Store,false
102619,57,2025-08-29,Store,1025,Debit Card,,449.97,5.20,4.3,0.00,449.07,,,In-Store,false
102624,78,2025-08-09,Store,1004,Credit Card,,389.97,4.05,10.5,0.00,396.42,,,In-Store,false
102647,49,2025-08-22,Store,1011,Credit Card,,89.98,7.20,12.9,0.00,95.68,,,In-Store,false
102694,21,2025-09-26,Store,1045,Credit Card,,169.98,3.40,10.4,0.00,176.98,,,In-Store,false
102704,21,2025-09-21,Store,1025,Apple Pay,,464.97,16.50,8.4,0.00,456.87,,,In-Store,false
102713,20,2025-09-29,Store,1033,Credit Card,,624.97,17.10,6.8,0.00,614.67,,,In-Store,false
102724,44,2025-09-18,Store,1010,Credit Card,,519.97,0.00,7.0,0.00,526.97,,,In-Store,false
102735,56,2025-09-08,Store,1015,Credit Card,,299.98,6.50,7.5,0.00,300.98,,,In-Store,false
102739,60,2025-09-12,Store,1046,Credit Card,,84.99,0.00,4.7,0.00,89.69,,,In-Store,false
102744,41,2025-09-14,Store,1004,Apple Pay,,307.95,1.30,5.6,0.00,312.25,,,In-Store,false
102753,12,2025-09-28,Store,1029,Credit Card,,44.99,19.35,9.5,0.00,35.14,,,In-Store,false
102766,44,2025-09-22,Store,1012,Credit Card,,189.98,0.00,4.7,0.00,194.68,,,In-Store,false
102771,6,2025-09-27,Store,1004,Credit Card,,249.99,0.00,4.4,0.00,254.39,,,In-Store,false
102778,25,2025-09-03,Store,1045,Credit Card,,444.96,3.60,9.9,0.00,451.26,,,In-Store,false
102797,89,2025-09-02,Store,1019,Credit Card,,255.97,5.10,8.2,0.00,259.07,,,In-Store,false
102798,95,2025-09-13,Store,1001,Cash,,364.97,18.90,2.8,0.00,348.87,,,In-Store,false
102799,7,2025-09-15,Store,1009,PayPal,,42.99,0.00,2.9,0.00,45.89,,,In-Store,false
102811,1,2025-09-08,Store,1022,Credit Card,,329.98,8.00,5.8,0.00,327.78,,,In-Store,false
102818,97,2025-09-07,Store,1030,Credit Card,,229.99,16.10,4.9,0.00,218.79,,,In-Store,false
102870,74,2025-10-10,Store,1012,Credit Card,,249.99,0.00,3.4,0.00,253.39,,,In-Store,false
102899,78,2025-10-08,Store,1004,Credit Card,,214.98,0.00,4.9,0.00,219.88,,,In-Store,false
102902,88,2025-10-01,Store,1006,Credit Card,,269.97,4.70,5.2,0.00,270.47,,,In-Store,false
102913,51,2025-10-15,Store,1041,Credit Card,,94.99,4.75,15.2,0.00,105.44,,,In-Store,false
102916,38,2025-10-15,Store,1003,Credit Card,,229.99,59.80,6.3,0.00,176.49,,,In-Store,false
102917,69,2025-10-03,Store,1045,Credit Card,,494.97,44.75,14.1,0.00,464.32,,,In-Store,false
102918,60,2025-10-11,Store,1008,Credit Card,,169.99,0.00,5.1,0.00,175.09,,,In-Store,false
102920,88,2025-10-02,Store,1003,Credit Card,,434.95,6.80,3.5,0.00,431.65,,,In-Store,false
102924,2,2025-10-15,Store,1004,Credit Card,,179.98,11.85,2.4,0.00,170.53,,,In-Store,false
102933,9,2025-10-10,Store,1047,Google Pay,,489.97,0.00,6.0,0.00,495.97,,,In-Store,false
102942,51,2025-10-02,Store,1024,Credit Card,,99.99,0.00,4.3,0.00,104.29,,,In-Store,false
102946,34,2025-10-03,Store,1005,PayPal,,79.99,4.80,11.8,0.00,86.99,,,In-Store,false
102947,68,2025-10-13,Store,1034,Credit Card,,464.96,5.95,4.2,0.00,463.21,,,In-Store,false
102953,13,2025-10-15,Store,1004,Credit Card,,189.99,7.60,6.8,0.00,189.19,,,In-Store,false
102960,30,2025-10-08,Store,1045,Credit Card,,167.97,3.36,3.0,0.00,167.61,,,In-Store,false
102965,45,2025-10-13,Store,1015,Google Pay,,164.99,0.00,4.1,0.00,169.09,,,In-Store,false
102984,40,2025-10-09,Store,1011,Credit Card,,89.99,0.00,9.7,0.00,99.69,,,In-Store,false
102995,33,2025-10-10,Store,1002,Credit Card,,69.99,0.00,8.6,0.00,78.59,,,In-Store,false
103002,17,2025-10-02,Store,1037,Credit Card,,349.98,21.00,2.7,0.00,331.68,,,In-Store,false
103009,45,2025-10-11,Store,1015,Credit Card,,214.98,2.60,7.2,0.00,219.58,,,In-Store,false
103022,20,2025-10-06,Store,1030,Credit Card,,169.99,0.00,15.9,0.00,185.89,,,In-Store,false
103025,30,2025-10-14,Store,1025,Credit Card,,59.99,3.00,14.5,0.00,71.49,,,In-Store,false
102629,88,2025-08-30,Store,1005,Credit Card,,84.99,0.00,7.9,0.00,92.89,,,In-Store,false
102986,66,2025-10-03,Store,1028,Debit Card,,489.97,0.00,9.8,0.00,499.77,,,In-Store,false
100002,50,2024-07-23,Store,1043,Credit Card,,179.98,13.00,12.2,0.00,179.18,,,In-Store,false
100019,92,2024-07-29,Store,1017,Credit Card,,267.96,5.77,14.7,0.00,276.89,,,In-Store,false
100030,27,2024-07-14,Store,1025,Debit Card,,89.99,5.40,4.9,0.00,89.49,,,In-Store,false
100041,32,2024-07-26,Store,1012,Credit Card,,184.98,5.00,13.0,0.00,192.98,,,In-Store,false
100049,95,2024-07-26,Store,1001,PayPal,,559.96,0.00,4.4,0.00,564.36,,,In-Store,false
100051,74,2024-07-11,Store,1009,Google Pay,,89.99,7.20,6.2,0.00,88.99,,,In-Store,false
100057,60,2024-07-17,Store,1010,Credit Card,,369.96,23.80,13.9,0.00,360.06,,,In-Store,false
100062,79,2024-07-26,Store,1043,Credit Card,,99.98,9.00,6.5,0.00,97.48,,,In-Store,false
100100,72,2024-07-19,Store,1017,Credit Card,,229.98,0.00,13.5,0.00,243.48,,,In-Store,false
100020,56,2024-07-02,Store,1015,Credit Card,,404.97,16.20,3.5,0.00,392.27,,,In-Store,false
100044,30,2024-07-27,Store,1023,Debit Card,,164.98,0.00,5.8,0.00,170.78,,,In-Store,false
100053,66,2024-07-13,Store,1027,Credit Card,,489.97,96.40,3.5,0.00,397.07,,,In-Store,false
100054,31,2024-07-29,Store,1007,Credit Card,,304.98,23.00,6.6,0.00,288.58,,,In-Store,false
100056,27,2024-07-21,Store,1023,Credit Card,,199.97,0.00,6.3,0.00,206.27,,,In-Store,false
100091,32,2024-07-03,Store,1012,Credit Card,,164.99,0.00,7.5,0.00,172.49,,,In-Store,false
100109,27,2024-07-13,Store,1028,Credit Card,,94.99,0.00,14.8,0.00,109.79,,,In-Store,false
100111,28,2024-07-17,Store,1002,Credit Card,,229.99,4.60,4.8,0.00,230.19,,,In-Store,false
100092,77,2024-07-24,Store,1016,Credit Card,,252.97,3.60,6.3,0.00,255.67,,,In-Store,false
100173,8,2024-08-02,Store,1040,Credit Card,,49.99,1.00,4.8,0.00,53.79,,,In-Store,false
100175,74,2024-08-18,Store,1009,Credit Card,,99.99,0.00,10.1,0.00,110.09,,,In-Store,false
100199,30,2024-08-02,Store,1041,Credit Card,,709.97,0.00,15.3,0.00,725.27,,,In-Store,false
100204,49,2024-08-10,Store,1039,Credit Card,,84.99,6.80,6.1,0.00,84.29,,,In-Store,false
100234,43,2024-08-28,Store,1006,Credit Card,,257.97,13.79,6.5,0.00,250.68,,,In-Store,false
100243,55,2024-08-26,Store,1032,PayPal,,164.99,3.30,11.7,0.00,173.39,,,In-Store,false
100267,59,2024-08-17,Store,1024,PayPal,,44.99,0.00,6.4,0.00,51.39,,,In-Store,false
100270,16,2024-08-29,Store,1027,Credit Card,,129.99,11.70,3.4,0.00,121.69,,,In-Store,false
100279,90,2024-08-07,Store,1043,Credit Card,,149.99,4.50,6.9,0.00,152.39,,,In-Store,false
100283,38,2024-08-29,Store,1004,Credit Card,,169.99,15.30,6.5,0.00,161.19,,,In-Store,false
100285,81,2024-08-01,Store,1028,Credit Card,,44.99,0.45,2.8,0.00,47.34,,,In-Store,false
100286,16,2024-08-07,Store,1041,Credit Card,,264.98,0.00,6.7,0.00,271.68,,,In-Store,false
100291,53,2024-08-20,Store,1007,Credit Card,,49.99,0.00,6.1,0.00,56.09,,,In-Store,false
100294,10,2024-08-11,Store,1008,Credit Card,,284.98,15.00,3.2,0.00,273.18,,,In-Store,false
100295,25,2024-08-18,Store,1045,Credit Card,,474.97,0.00,10.9,0.00,485.87,,,In-Store,false
100298,35,2024-08-30,Store,1003,Credit Card,,459.97,6.90,11.4,0.00,464.47,,,In-Store,false
100371,10,2024-09-06,Store,1010,Google Pay,,59.99,0.00,14.7,0.00,74.69,,,In-Store,false
100381,94,2024-09-09,Store,1012,PayPal,,399.98,0.00,11.0,0.00,410.98,,,In-Store,false
100394,74,2024-09-19,Store,1007,Debit Card,,94.99,2.85,2.8,0.00,94.94,,,In-Store,false
100398,14,2024-09-08,Store,1024,Credit Card,,44.99,0.45,10.3,0.00,54.84,,,In-Store,false
